"_id",name,x1,x2,x3,x4,x5,y
619f9298c5d789f86898133e,Thomine,394,-544,108,575,-65,
619f9298c5d789f86898133f,Leleu,811,138,73,0,-883.55292966088,0
619f9298c5d789f868981340,Lievin,8,242,517726,0,-736,-290190
619f9298c5d789f868981341,Bannani,-25.56609417626248,-793,308,-188,-627,-614124
619f9298c5d789f868981342,Oulad Mansour,-975,-431068,-937684,-698,0,1298317.7516224617
619f9298c5d789f868981343,Bartek,469.71893301086345,,851,0,37,-43949
619f9298c5d789f868981344,Collin,,-415,-8,0,173,-716728
619f9298c5d789f868981345,Caduela,948,0,1062116,0,-713,0
619f9298c5d789f868981346,Lievin,-845,608,324,,-795,0
619f9298c5d789f868981347,Domont,-20,245.44546153395663,-492,-168,-764,5446.940754140299
619f9298c5d789f868981348,Bannani,445,0,973236,-46,-528,
619f9298c5d789f868981349,Drouart,,-132,-484,0,-73,
619f9298c5d789f86898134a,Di Loretto,-871,,0,277,-120,296822
619f9298c5d789f86898134b,Caduela,742148,-486618,884,981,-967,-578922
619f9298c5d789f86898134c,Vautherot,-93.62671717720774,-51,-117,-912,560.7411293787795,783016
619f9298c5d789f86898134d,Bartek,738,0,,458,50,-228656
619f9298c5d789f86898134e,Bannani,218,0,,448,-520,364766
619f9298c5d789f86898134f,Atsi,-547,461.8027653994178,702,,668.7616217378614,-715476
619f9298c5d789f868981350,Capart,103,649,,913,-679,-37365.73900747549
619f9298c5d789f868981351,Blondel,-758.1765075725322,-732149,0,-81,571,-32091
619f9298c5d789f868981352,Thomine,771,,-616,553,886.5391424195358,-121324
619f9298c5d789f868981353,Lemesle,,0,,-786,248,0
619f9298c5d789f868981354,Leger,950,474,-79,-851,637,-372709.8963347087
619f9298c5d789f868981355,Vautherot,0,-475,-495,232,-453,681638
619f9298c5d789f868981356,Villoteau,618,-762146,,907.0361963689337,570,45104
619f9298c5d789f868981357,Lemesle,135,695486,232.32679540042696,-921,0,2974147
619f9298c5d789f868981358,Djouhri,287,-961,352,937684,-654,0
619f9298c5d789f868981359,Lecart,-355.4967377875969,-597,243,148,-473,692385
619f9298c5d789f86898135a,Castaigne,0,-457.19353105581376,-456.0265920637354,,861,25983
619f9298c5d789f86898135b,Atsi,-4.519517799426476,-215,-398849,0,423291,-178705
619f9298c5d789f86898135c,Cagnache,952,946,-190,536613,-8,-2098971
619f9298c5d789f86898135d,Blondel,,631,-272,-557,-355,450430
619f9298c5d789f86898135e,Caduela,-699,-458,-108,0,673,348016.0886810965
619f9298c5d789f86898135f,Di Loretto,-435,-911020,-406,0,482,-445823
619f9298c5d789f868981360,Vautherot,875.5111806747378,-896,83.378577611772,886,-903,-926657
619f9298c5d789f868981361,Drouart,147763,-895,-281083,-71,-592163,-391912.7632601762
619f9298c5d789f868981362,Leger,-864,-974,-502,,-418,1187807
619f9298c5d789f868981363,Vautherot,103,93,-281,159984,-1003.7522564805516,-191756.91867170788
619f9298c5d789f868981364,Vautherot,0,,,-369,-383,325069
619f9298c5d789f868981365,De Jesus,837.7777561261912,-664,723,,378,191430
619f9298c5d789f868981366,Collin,,,193,-398849,257,-21447
619f9298c5d789f868981367,Collin,276,872,321,0,0,
619f9298c5d789f868981368,Collin,-212,-272,-259,0,-764,0
619f9298c5d789f868981369,Capart,983,518,0,-171,1066.454523012926,-136279.52845402888
619f9298c5d789f86898136a,Lievin,898,-567,48.816426933539965,,-941,-771404
619f9298c5d789f86898136b,Keklik,-444,-360.99727630657964,-976569,-61,,714927389
619f9298c5d789f86898136c,Domont,-690,,587,0,89,1361369
619f9298c5d789f86898136d,Cagnache,-796,152207,213,888,956,770218
619f9298c5d789f86898136e,Chevriaux,577720,16665,-747,820.3184762897246,,-188115631
619f9298c5d789f86898136f,Caduela,29,-194,722,,329,137360
619f9298c5d789f868981370,Bartek,-110.92369648043942,387,,181,,823205
619f9298c5d789f868981371,Lemesle,-439.83361983965955,752,-741,-299,-159,-165966735
619f9298c5d789f868981372,Leger,-377,-985,941,776,-34,1628073
619f9298c5d789f868981373,Villoteau,0,-40.82545865554524,-1047673,-385,476619,-115065
619f9298c5d789f868981374,Domont,-439,66,1077670,-692,,403158
619f9298c5d789f868981375,De Jesus,-746,0,577,-981,-1155.3698736011893,822933254
619f9298c5d789f868981376,Domont,306,739.9014417462645,-515,0,,-410682.01740811864
619f9298c5d789f868981377,Cagnache,-643,-58,-183,,-274,-160862
619f9298c5d789f868981378,Caduela,0,784.1343955745818,517.5795933042341,0,610,
619f9298c5d789f868981379,Bartek,0,647,17.401835638999636,-375,389.16947606345826,-753157
619f9298c5d789f86898137a,Di Loretto,0,526,-194,-889,-730,-281260
619f9298c5d789f86898137b,Bannani,-579,710.6240492417018,918,-74,-1,467309
619f9298c5d789f86898137c,Atsi,161,787,-695,0,-462,-185114
619f9298c5d789f86898137d,Lemesle,332,0,565,-402,530,445831
619f9298c5d789f86898137e,Lecart,768812,515,-169,,,-102790831
619f9298c5d789f86898137f,Bartek,-539946,,217,774.727961590377,-53,368850
619f9298c5d789f868981380,Blondel,,,698,-654,389,-843711
619f9298c5d789f868981381,Collin,,-710,989,-108,938,-1823844.6133359117
619f9298c5d789f868981382,Thomine,,348,-897688,954349,509,-939251
619f9298c5d789f868981383,Bannani,699,304,-473,-747,-723,-125384
619f9298c5d789f868981384,Oulad Mansour,-463,575,680,890,939,
619f9298c5d789f868981385,Cagnache,527,,-985,628,328.6270376545879,-1881590711
619f9298c5d789f868981386,Thomine,-165539,-408,393,971,,-1013725
619f9298c5d789f868981387,Noiret,-20,815,778,-691,0,1370547
619f9298c5d789f868981388,Oulad Mansour,7,359964,647.5091156219295,-777,35,-100886
619f9298c5d789f868981389,Di Loretto,-668,-951,651,677,-48,
619f9298c5d789f86898138a,Leleu,0,628,539,,-415,-1291493
619f9298c5d789f86898138b,Lemesle,232,966,-927685,-629.0846378863963,-109,
619f9298c5d789f86898138c,Caduela,-498,-1397.1647748115458,0,0,0,401296
619f9298c5d789f86898138d,Villoteau,-977,-829,,0,602,117.21415942325777
619f9298c5d789f86898138e,Vautherot,-942,249,835,-607,-667,-1531352
619f9298c5d789f86898138f,Leger,-176649,0,,-364,-21,
619f9298c5d789f868981390,Oulad Mansour,168,242,-52.75188364119816,-817,411,791202
619f9298c5d789f868981391,Vautherot,733260,,553278,852.3016409620253,89,-1184463
619f9298c5d789f868981392,Leger,0,0,-914,487729,-434,79069
619f9298c5d789f868981393,Noiret,,-622160,737,17,,917528238
619f9298c5d789f868981394,Thomine,685,-910.681680501709,0,,-772,1017866
619f9298c5d789f868981395,Lecart,590,396,-107.9029671538019,-960,624,-997332
619f9298c5d789f868981396,Capart,783,672.8405018855432,-379,129,-433,121928.63650541606
619f9298c5d789f868981397,Domont,-275,0,-110.6522284647985,-285527,-847693,194409
619f9298c5d789f868981398,Thomine,,-542,0,-286.16423425195006,996,-632309
619f9298c5d789f868981399,Lemesle,175,,-867,746592,-936,-203611
619f9298c5d789f86898139a,Capart,-812,-641,727,0,11,
619f9298c5d789f86898139b,Lievin,-74,-478,122,-627,-839,107017
619f9298c5d789f86898139c,Noiret,,-450,-59.04515752009893,13,654,53862
619f9298c5d789f86898139d,Leger,-116,12.981605468417218,-325523,89,-526614,-501585
619f9298c5d789f86898139e,Thomine,-559,-758,934,-837,-184,344668863
619f9298c5d789f86898139f,Bannani,409,600,,0,835,1259506
619f9298c5d789f8689813a0,Drouart,402,763,491.27401542394614,120,569,827216
619f9298c5d789f8689813a1,Capart,311.3911490612397,601,-327,158,-946,120639.3144818477
619f9298c5d789f8689813a2,Collin,0,535,682,-175538,-1094335,2240330.785998012
619f9298c5d789f8689813a3,Lievin,,793,-670,,628,0
619f9298c5d789f8689813a4,De Jesus,0,0,0,-272,-631,865866
619f9298c5d789f8689813a5,Oulad Mansour,535.1305143156078,-570,-665489,30,-881023,949687
619f9298c5d789f8689813a6,Zaouch,-287,78.65861340258186,-943,675488,,-388961
619f9298c5d789f8689813a7,Oulad Mansour,,1498.8842795288488,1109.4796636101296,936,126,-1728976
619f9298c5d789f8689813a8,Capart,-251086,-643,0,761.0567529341306,514393,-7660
619f9298c5d789f8689813a9,Leleu,117.71483820237741,-613.1962345063617,-243,,-38,123132
619f9298c5d789f8689813aa,Caduela,-626,289.1503241072143,555,-988,800.6570681111357,976352.2083588702
619f9298c5d789f8689813ab,Collin,-168,0,-149,0,,299855
619f9298c5d789f8689813ac,Leger,-44,-648,622,691,312,0
619f9298c5d789f8689813ad,Oulad Mansour,808.5253598435629,-674,752,-644380,467,744091
619f9298c5d789f8689813ae,Thomine,-384,200.05024937779103,909,419,63,-438095
619f9298c5d789f8689813af,Lievin,78,947683,508.64441920008085,1054.5059036951282,-831,-554454
619f9298c5d789f8689813b0,Capart,-723261,-747,45,516,40,18043
619f9298c5d789f8689813b1,Zaouch,-500.70621503260946,376,-425,,0,-172208
619f9298c5d789f8689813b2,Capart,-851,-979,-140.84019458171724,614,-379,162144895
619f9298c5d789f8689813b3,Lemesle,655,0,,248,0,344105
619f9298c5d789f8689813b4,Djouhri,0,0,278.5716388514825,-796,446,-414286
619f9298c5d789f8689813b5,Bartek,-837.7646324103232,165.0026791044903,-163,834,,-39195
619f9298c5d789f8689813b6,Chevriaux,268,494,-897,0,1035452,317179
619f9298c5d789f8689813b7,De Jesus,,-737,1235.19447759741,-274,,0
619f9298c5d789f8689813b8,Blondel,-354.935010428792,461.88270331556026,0,-673,-823,587534
619f9298c5d789f8689813b9,Oulad Mansour,0,-361075,623,-782,886,
619f9298c5d789f8689813ba,Blondel,-631,837,816,923,-657,0
619f9298c5d789f8689813bb,Lievin,800.9216614428303,-495,614,-841,-887,-1149828
619f9298c5d789f8689813bc,Atsi,,-807.4360254489607,,-877,859.9782022841334,411107
619f9298c5d789f8689813bd,Blondel,-889,-345,125,106656,879.4105108565653,351325
619f9298c5d789f8689813be,Leleu,-924,0,622,-501,-920,
619f9298c5d789f8689813bf,Lemesle,0,-435,0,0,153,431114
619f9298c5d789f8689813c0,Noiret,53,-426,383,-679,772,0
619f9298c5d789f8689813c1,Leger,,561,629,-272.6054770481222,11,-385692
619f9298c5d789f8689813c2,Collin,,215,-95,774367,-722,0
619f9298c5d789f8689813c3,Bannani,-795,442,-33,-741037,0,361158.2482789835
619f9298c5d789f8689813c4,Villoteau,109,363,738,,,490353
619f9298c5d789f8689813c5,Lemesle,-872,-770,324,963,-978,-450178
619f9298c5d789f8689813c6,Djouhri,22,397.5879621100716,678.6747075980478,635,-389,-895736
619f9298c5d789f8689813c7,Drouart,-573,423,619,-909,894,-62628
619f9298c5d789f8689813c8,Caduela,1436.763538099519,93.45149924556087,-188,252,0,-846316
619f9298c5d789f8689813c9,Di Loretto,-57.5301647180731,-959,367,0,-566,153848
619f9298c5d789f8689813ca,Blondel,0,294,522,985,915,331007
619f9298c5d789f8689813cb,Cagnache,-344410,247.9206467293708,-566,187.82158558921154,-622160,0
619f9298c5d789f8689813cc,Noiret,,,905,167,-327,455146
619f9298c5d789f8689813cd,Bartek,618,768,-484,656,-882,124731970
619f9298c5d789f8689813ce,Keklik,0,821,-878,578,0,158911
619f9298c5d789f8689813cf,Drouart,1000,-693,-27775,3,657,520007
619f9298c5d789f8689813d0,Drouart,871,0,608,317,0,242910
619f9298c5d789f8689813d1,Capart,400,-725,492,-83,1047673,333311.17975675745
619f9298c5d789f8689813d2,Keklik,280,914,-968,-53,943,-580429
619f9298c5d789f8689813d3,Oulad Mansour,752,-542,-199,-191092,839,1010382
619f9298c5d789f8689813d4,Keklik,,-111,-1216.791863145628,-200,-443289,315996
619f9298c5d789f8689813d5,Leleu,664,-71,86658,-249,,-907209270
619f9298c5d789f8689813d6,Lecart,-176,-260,408,-450,-594,108840226
619f9298c5d789f8689813d7,Leleu,0,,-770,-121,-875,-393415
619f9298c5d789f8689813d8,Lemesle,-249,-849,443289,0,882134,789637
619f9298c5d789f8689813d9,Cagnache,-572165,-759.7856976577804,156,-584.9227051267699,-431,1540056.2757646854
619f9298c5d789f8689813da,De Jesus,968792,-414,120,-626,752,-797666
619f9298c5d789f8689813db,Lecart,388,-355,264,-275,-625,167522
619f9298c5d789f8689813dc,Domont,1024342,,0,-317,-543279,-1069908.580184423
619f9298c5d789f8689813dd,Atsi,-619,859,,-172,-63,
619f9298c5d789f8689813de,Cagnache,82214,1000,-327.19153427546394,-676,215,-445027.45147002774
619f9298c5d789f8689813df,Caduela,919,-975,1402.5292508069379,-849,-245,-368286
619f9298c5d789f8689813e0,Atsi,147,879,456,-787,-95.50226220410157,
619f9298c5d789f8689813e1,Zaouch,913,-452.7814414982265,319.9273605491611,442,-607,-55145
619f9298c5d789f8689813e2,Lemesle,,398,0,361,,-93078
619f9298c5d789f8689813e3,Djouhri,279972,-383,621049,-912,1067671,84076.84486831454
619f9298c5d789f8689813e4,Domont,-164,136.49158523191275,-572,-926,-215,-489045535
619f9298c5d789f8689813e5,Thomine,337,-427,513,,-536,770435
619f9298c5d789f8689813e6,Atsi,931018,-701,537,,0,265822
619f9298c5d789f8689813e7,Thomine,0,-383,-71,-343.31498653500205,50,819766
619f9298c5d789f8689813e8,Collin,767701,-693,183315,,-344,639055
619f9298c5d789f8689813e9,Di Loretto,0,0,-880,-374,,-1158906
619f9298c5d789f8689813ea,Djouhri,-907,-815,1539.1790562597132,,568832,500842
619f9298c5d789f8689813eb,Di Loretto,773,101.2328073821437,858,792,,748273
619f9298c5d789f8689813ec,Villoteau,906,254,580,542,550.54825623461,-387950090
619f9298c5d789f8689813ed,Atsi,748,0,-94,-433,0,-141425
619f9298c5d789f8689813ee,Collin,838.395638096089,-735,-917686,304,-741,231070
619f9298c5d789f8689813ef,Keklik,60,132,476,-393.4097706576393,-569,99921
619f9298c5d789f8689813f0,Caduela,-768.7608005935891,-74437,0,-584,493,567240
619f9298c5d789f8689813f1,Castaigne,,247.58386849480908,0,,-642,
619f9298c5d789f8689813f2,Oulad Mansour,669.5210219895147,-992,0,0,,1898139
619f9298c5d789f8689813f3,Noiret,596,155540,,114,,0
619f9298c5d789f8689813f4,Thomine,-689,52,818,0,-694,361169435
619f9298c5d789f8689813f5,Bartek,-69,747703,0,272,,695795
619f9298c5d789f8689813f6,Domont,977,0,-777,947683,0,-832202
619f9298c5d789f8689813f7,Domont,405515,-613,160,0,-306,-58523
619f9298c5d789f8689813f8,Oulad Mansour,448,-993,,0,0,169679
619f9298c5d789f8689813f9,Lemesle,-506,-110.91018429217786,-48,-230,-329.413829829284,316009
619f9298c5d789f8689813fa,Bannani,388850,,980.9461409436664,326,,686317
619f9298c5d789f8689813fb,Domont,-653,54,47,160,-206,638502
619f9298c5d789f8689813fc,De Jesus,839,-748814,519,565,623,
619f9298c5d789f8689813fd,Capart,-73,-389,705,301,-63,184487
619f9298c5d789f8689813fe,Keklik,-322,76,-242198,-291082,205.44366946534015,-407622.720947489
619f9298c5d789f8689813ff,Leleu,-538.5808906985918,855,-302,-414,,178165
619f9298c5d789f868981400,Lecart,-98,-921,0,434,-577,1441212531
619f9298c5d789f868981401,Castaigne,47,-78,,-592.8486313811202,1462.2558359320856,-1074714.211920444
619f9298c5d789f868981402,Atsi,-471,-546,-51,0,276,
619f9298c5d789f868981403,Noiret,-824,,-997.9602425516442,,-37,
619f9298c5d789f868981404,Lecart,,-930.7437010524241,720,-198,148,806362
619f9298c5d789f868981405,Keklik,,813,-322190,225,124,414513
619f9298c5d789f868981406,Castaigne,0,47,793,13,419958,441552507
619f9298c5d789f868981407,Drouart,22220,-130,56,-834,-420,
619f9298c5d789f868981408,Drouart,-52,-726,0,-433,-719.6987496903312,-942280
619f9298c5d789f868981409,Collin,564388,-95.4086251813553,24.4336052300622,721,,1729722566
619f9298c5d789f86898140a,Zaouch,43,-1059894,-454,236,562166,
619f9298c5d789f86898140b,Leleu,1086558,0,0,-179.56021929312288,0,0
619f9298c5d789f86898140c,Djouhri,,-315.05204775973027,168.43948517951566,231,-154.8167973326373,-172140
619f9298c5d789f86898140d,Zaouch,-65549,-856581,,0,-200,1161874
619f9298c5d789f86898140e,Caduela,-438,822,983,,-88,80184
619f9298c5d789f86898140f,Leger,226,,,304,-491,-761761.4611217845
619f9298c5d789f868981410,Zaouch,-1109889,436,,0,982,283644
619f9298c5d789f868981411,Bannani,-385,-978,-539,-809,47773,-846206
619f9298c5d789f868981412,Lemesle,766,-235,-725,-456.34220267439,178,866141
619f9298c5d789f868981413,Atsi,526,493,-434,-380,984,-716934966
619f9298c5d789f868981414,De Jesus,18.859140210686757,,-77,706,636,-296644.9739703569
619f9298c5d789f868981415,Capart,-218,-560,,489.2907970612258,-1833.5806592002298,410110096
619f9298c5d789f868981416,Drouart,-137,,-583275,141,0,0
619f9298c5d789f868981417,Vautherot,375,0,-315.0162185026376,-199980,-1078781,-1282154
619f9298c5d789f868981418,Lemesle,-809919,347.65957626086305,721,237.2381256315794,298,-836897
619f9298c5d789f868981419,Domont,798,292,858,960,-794365,310563
619f9298c5d789f86898141a,Oulad Mansour,-576,3,-534.1917713598318,709929,122210,-450705
619f9298c5d789f86898141b,Chevriaux,237,-518,0,,-967681,9571
619f9298c5d789f86898141c,Chevriaux,-608828,-872,121,-269973,532,-47278.76321507775
619f9298c5d789f86898141d,Lecart,289,-257.42928560148727,916,628,-47773,1001369
619f9298c5d789f86898141e,Lemesle,63.03394695958842,527,708,-110,-603,-1022304
619f9298c5d789f86898141f,Collin,242,718,-899,863,-34441,488653
619f9298c5d789f868981420,Caduela,-546,0,686,-135542,196647,307874
619f9298c5d789f868981421,Chevriaux,0,0,-748,-885,-191,-774994.4318539775
619f9298c5d789f868981422,De Jesus,13332,818,267,-601,-514,0
